,序号,一级流程,二级流程,三级流程,处罚企业名称,处罚企业简称,处罚决定书文号（如适用）,事件描述,相关法规（如适用）,处罚措施（如适用）,处罚金额（万元）（如适用）,处罚机关（如适用）,处罚地域,处罚日期（如适用）,事件发生日期,事件类型,事件信息源,是否影响业务范围,事件内控类型（如适用）,损失事件类型,事件损失等级,事件损失等级得分,维护日期,维护人,备注
683,28,客户管理,个人客户管理,个人客户准入（包括实名要求）,河北北人冀通支付服务有限公司,,银石罚字〔2018〕第8号,与身份不明的客户进行交易,,2016年9月1日至2018年7月30日期间，河北北人冀通支付服务有限公司未按照规定履行反洗钱义务，根据《中华人民共和国反洗钱法》第三十二条第一款第（一）、（四）项，对单位处以人民币36万元罚款，并对1名高级管理人员、1名直接责任人，分别处以人民币3.4万元罚款，共计罚款人民币42.8万元。,36,中国人民银行石家庄中心支行,,2018-12-04,,个人事件,监管,否,执行层面,客户、产品和业务活动事件,严重(4),4.0,,,
684,29,客户管理,商户管理,商户资质审核及信息更新,河北一卡通电子支付服务有限公司,,银石罚字〔2018〕第4号,未按规定履行客户身份识别义务,,对违反《反洗钱法》第32条有关规定，对单位罚款人民币三十六万元的罚款处理，对高级管理人员刘耀霞，直接责任人延妮娅、徐猛、李萌，分别处以人民币二万元、八千元、三千元、三千元的罚款处理，共计罚款人民币三十九万四千元。,36,中国人民银行石家庄中心支行,,2018-06-14,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,严重(4),4.0,,,
685,29,交易管理,网络支付管理,交易监控,河北一卡通电子支付服务有限公司,,银石罚字〔2018〕第4号,未按照规定报送大额交易或者可疑交易报告,,对违反《反洗钱法》第32条有关规定，对单位罚款人民币三十六万元的罚款处理，对高级管理人员刘耀霞，直接责任人延妮娅、徐猛、李萌，分别处以人民币二万元、八千元、三千元、三千元的罚款处理，共计罚款人民币三十九万四千元。,36,中国人民银行石家庄中心支行,,2018-06-14,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,严重(4),4.0,,,
686,33,交易管理,银行卡收单管理,交易结算,上海盛付通电子支付服务有限公司石家庄分公司,,银石罚字〔2017〕第10号,违反银行卡收单业务管理规定,,处以罚款4万元,4,中国人民银行石家庄中心支行,,2017-12-01,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
687,34,交易管理,银行卡收单管理,交易结算,上海德颐网络技术有限公司河北分公司（付临门支付有限公司河北分公司）,,银石罚字〔2017〕第11号,违反银行卡收单业务管理规定,,处以罚款9万元,9,中国人民银行石家庄中心支行,,2017-12-01,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
688,39,交易管理,网络支付管理,交易结算,易宝支付有限公司河北分公司,,银石罚字〔2016〕第1号,违反支付结算管理规定,,处以罚款4万元,4,中国人民银行石家庄中心支行,,2016-03-07,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
689,40,运营支持,合规风险管理,监管报送及披露,辽宁新天数字科技有限公司,,沈银支付罚字〔2018〕1号,未按规定变更注册资本和主要出资人。,,对辽宁新天数字科技有限公司处罚款3万元。,3,中国人民银行沈阳分行,,2018-04-10,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
690,41,交易管理,网络支付管理,交易结算,中国民生银行沈阳分行,,沈银综罚决字〔2016〕1号,2、违反支付清算管理规定；,,给予警告，处罚款人民币8.3万元,8.3,中国人民银行沈阳分行,,2016-06-07,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
691,42,客户管理,商户管理,商户资质审核及信息更新,通联支付网络股份有限公司辽宁分公司,,沈银支付罚字〔2017〕1号,未严格审核商户申请资料，导致虚假商户入网,,处以罚款人民币3万元。,3,中国人民银行沈阳分行,,2017-01-17,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
692,43,客户管理,商户管理,商户资质审核及信息更新,深圳瑞银信信息技术有限公司沈阳分公司,,沈银支付罚字〔2017〕2号,未严格审核商户申请资料，导致虚假商户入网,,处以罚款人民币3万元。,3,中国人民银行沈阳分行,,2017-01-17,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
693,44,客户管理,商户管理,商户资质审核及信息更新,乐富支付有限公司沈阳分公司,,沈银支付罚字〔2017〕3号,未严格审核商户申请资料，导致虚假商户入网,,处以罚款人民币3万元。,3,中国人民银行沈阳分行,,2017-01-17,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
694,45,客户管理,商户管理,账户开立与账户管理,丹东银行股份有限公司,,丹银罚字〔2017〕21号, 2.超过期限或未向中国人民银行报送账户开户、变更、撤销等资料；,,罚款9.5万元,9.5,中国人民银行丹东市中心支行,,2017-08-11,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
695,46,客户管理,商户管理,商户资质审核及信息更新,北京畅捷通支付技术有限公司辽宁分公司,,沈银罚字〔2020〕第1号,1.未按规定履行客户身份识别义务；,,罚款40万元,40,中国人民银行沈阳分行,,2020-08-05,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,严重(4),4.0,,,
696,46,客户管理,商户管理,信息、交易记录、操作记录留存,北京畅捷通支付技术有限公司辽宁分公司,,沈银罚字〔2020〕第1号,2.未按规定保存客户身份资料和交易记录。,,罚款40万元,40,中国人民银行沈阳分行,,2020-08-05,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,严重(4),4.0,,,
697,47,客户管理,商户管理,信息、交易记录、操作记录留存,吴倩（时任北京畅捷通支付技术有限公司辽宁分公司总经理）,,沈银罚字〔2020〕第2号,对北京畅捷通支付技术有限公司辽宁分公司以下违法违规行为负有直接责任：1.未按规定履行客户身份识别义务；2.未按规定保存客户身份资料和交易记录。,,罚款2万元,2,中国人民银行沈阳分行,,2020-08-05,,个人事件,监管,否,执行层面,客户、产品和业务活动事件,一般(2),2.0,,,
698,48,客户管理,商户管理,商户资质审核及信息更新,易生支付有限公司沈阳分公司,,沈银罚字〔2020〕第3号,1.未落实商户实名制；,,罚款37万元,37,中国人民银行沈阳分行,,2020-08-05,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,严重(4),4.0,,,
699,48,客户管理,商户管理,账户开立与账户管理,易生支付有限公司沈阳分公司,,沈银罚字〔2020〕第3号,2.使用个人结算账户作为特约商户（非个体工商户）银行卡交易资金结算账户,,罚款37万元,37,中国人民银行沈阳分行,,2020-08-05,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,严重(4),4.0,,,
700,48,客户管理,商户管理,商户资质审核及信息更新,易生支付有限公司沈阳分公司,,沈银罚字〔2020〕第3号,3.未按规定履行客户身份识别义务。,,罚款37万元,37,中国人民银行沈阳分行,,2020-08-05,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,严重(4),4.0,,,
701,49,客户管理,商户管理,商户资质审核及信息更新,李长民（时任易生支付有限公司沈阳分公司总经理）,,沈银罚字〔2020〕第4号,对易生支付有限公司沈阳分公司以下违法违规行为负有直接责任：未按规定履行客户身份识别义务。,,罚款2.5万元,2.5,中国人民银行沈阳分行,,2020-08-05,,个人事件,监管,否,执行层面,客户、产品和业务活动事件,一般(2),2.0,,,
702,50,交易管理,网络支付管理,交易结算,上海汇付数据服务有限公司沈阳分公司,,沈银支付罚字〔2019〕3号,违反《非金融机构支付服务管理办法》相关规定。,,处以罚款人民币4万元。,4,中国人民银行沈阳分行,,2019-07-23,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
703,51,交易管理,网络支付管理,交易结算,平安付电子支付有限公司辽宁分公司,,沈银支付罚字〔2019〕4号,违反《非金融机构支付服务管理办法》相关规定。,,处以罚款人民币7万元。,7,中国人民银行沈阳分行,,2019-07-23,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
704,52,交易管理,网络支付管理,交易结算,北京海科融通支付服务有限公司辽宁分公司,,沈银支付罚字〔2019〕5号,违反《非金融机构支付服务管理办法》相关规定。,,处以罚款人民币18万元。,18,中国人民银行沈阳分行,,2019-07-23,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
705,53,交易管理,网络支付管理,交易结算,福建国通星驿网络科技有限公司辽宁分公司,,沈银支付罚字〔2019〕6号,违反《非金融机构支付服务管理办法》相关规定。,,处以罚款人民币8万元。,8,中国人民银行沈阳分行,,2019-07-23,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
706,54,交易管理,网络支付管理,交易结算,乐刷科技有限公司辽宁分公司,,沈银支付罚字〔2019〕7号,违反《非金融机构支付服务管理办法》相关规定。,,处以罚款人民币9万元。,9,中国人民银行沈阳分行,,2019-07-23,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
707,50,交易管理,银行卡收单管理,交易结算,上海汇付数据服务有限公司沈阳分公司,,沈银支付罚字〔2019〕3号,违反《银行卡收单业务管理办法》等相关规定。,,处以罚款人民币4万元。,4,中国人民银行沈阳分行,,2019-07-23,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
708,51,交易管理,银行卡收单管理,交易结算,平安付电子支付有限公司辽宁分公司,,沈银支付罚字〔2019〕4号,违反《银行卡收单业务管理办法》等相关规定。,,处以罚款人民币7万元。,7,中国人民银行沈阳分行,,2019-07-23,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
709,52,交易管理,银行卡收单管理,交易结算,北京海科融通支付服务有限公司辽宁分公司,,沈银支付罚字〔2019〕5号,违反《银行卡收单业务管理办法》等相关规定。,,处以罚款人民币18万元。,18,中国人民银行沈阳分行,,2019-07-23,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
710,53,交易管理,银行卡收单管理,交易结算,福建国通星驿网络科技有限公司辽宁分公司,,沈银支付罚字〔2019〕6号,违反《银行卡收单业务管理办法》等相关规定。,,处以罚款人民币8万元。,8,中国人民银行沈阳分行,,2019-07-23,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
711,54,交易管理,银行卡收单管理,交易结算,乐刷科技有限公司辽宁分公司,,沈银支付罚字〔2019〕7号,违反《银行卡收单业务管理办法》等相关规定。,,处以罚款人民币9万元。,9,中国人民银行沈阳分行,,2019-07-23,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
712,55,交易管理,网络支付管理,交易结算,广发银行沈阳分行,,沈银综罚决字〔2016〕3号,违反支付清算管理规定,,给予警告，并处罚款人民币1万元。,1,中国人民银行沈阳分行,,2016-09-29,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,一般(2),2.0,,,
713,56,客户管理,商户管理,账户开立与账户管理,商付通（北京）支付技术有限公司沈阳分公司,,J2210045140601,开户许可证,,账户注销,0,中国人民银行沈阳分行营业管理部,,2017-07-06,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,很小(1),1.0,,,
714,57,客户管理,商户管理,账户开立与账户管理,沈阳鑫融合支付科技有限公司,,J2210045247401,开户许可证,,账户注销,0,中国人民银行沈阳分行营业管理部,,2017-07-06,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,很小(1),1.0,,,
